DEALDATE,DEALDATETIME,FULLADRESS,DISPLAYADRESS,GUSH,DEALNATUREDESCRIPTION,ASSETROOMNUM,FLOORNO,DEALNATURE,DEALAMOUNT,NEWPROJECTTEXT,PROJECTNAME,BUILDINGYEAR,YEARBUILT,BUILDINGFLOORS,KEYVALUE,TYPE,POLYGON_ID,TREND_IS_NEGATIVE,TREND_FORMAT
30/03/2023,30/03/2023 00:00,"שאול המלך 135, באר שבע",שאול המלך 135,38103-1-20,דירה בבית קומות,3,שלישית,61,670000,,,1970,,4,11079478980,1,38103-1,FALSE,
29/03/2023,29/03/2023 00:00,"הצבי 55, באר שבע",הצבי 55,38081-40-24,דירה בבית קומות,4,שישית,79.8,1005000,,,1970,,8,11079509400,1,38081-40,FALSE,128% ב 12.4 שנים
29/03/2023,29/03/2023 00:00,"הרב עוזיאל 16, באר שבע",הרב עוזיאל 16,38104-25-34,דירה בבית קומות,3,ראשונה,63,670000,,,1970,,4,11079215460,1,38104-25,FALSE,
29/03/2023,29/03/2023 00:00,"הרב עוזיאל 1, באר שבע",הרב עוזיאל 1,38104-30-4,דירה בבית קומות,3,שניה,61.6,680000,,,1970,,4,11078311950,1,38104-30,FALSE,81% ב 11.7 שנים
29/03/2023,29/03/2023 00:00,"טבנקין 6, באר שבע",טבנקין 6,38102-1-26,דירה בבית קומות,3,קרקע,67.2,720000,,,1980,,3,11077294590,1,38102-1,FALSE,15% ב 6 שנים
29/03/2023,29/03/2023 00:00,"רבי טרפון 4, באר שבע",רבי טרפון 4,38078-48-22,דירה בבית קומות,3,שניה,41.27,618000,,,1960,,3,11080493280,1,38078-48,TRUE,-3% ב 6 שנים
29/03/2023,29/03/2023 00:00,"עין גדי 5, באר שבע",עין גדי 5,38122-9-7,דירה בבית קומות,4,שניה,71.4,1050000,,,1990,,9,11077209270,1,38122-9,FALSE,25% ב 3.3 שנים
29/03/2023,29/03/2023 00:00,"שאול המלך 85, באר שבע",שאול המלך 85,38100-87-3,דירה בבית קומות,4,שניה,75.6,137000,,,1970,,4,11077672500,1,38100-87,FALSE,
28/03/2023,28/03/2023 00:00,"רחל אימנו 40, באר שבע",רחל אימנו 40,100621-14-10,דירה בבית קומות,5,קומה ‎0‏,105.55,1630000,,,1998,,4,11078779680,1,100621-14,FALSE,194% ב 18.7 שנים
28/03/2023,28/03/2023 00:00,,,38009-54-16,דירה בבית קומות,4,שתים עשרה,113,1680000,,,2023,,,11079233280,2,38009-54,FALSE,
28/03/2023,28/03/2023 00:00,,,38004-56-40,דירה בבית קומות,2,ראשונה,41,420000,,,,,,11078790930,2,38004-56,FALSE,5% ב 9.1 שנים
28/03/2023,28/03/2023 00:00,"יד ושם 4, באר שבע",יד ושם 4,38030-15-30,דירה בבית קומות,2,שמינית,56,540000,,,1960,,3,11077165620,1,38030-15,FALSE,
28/03/2023,28/03/2023 00:00,"דוד וולפסון 32, באר שבע",דוד וולפסון 32,38018-27-7,דירה בבית קומות,4,שניה,93.1,900000,,,1970,,8,11084276520,1,38018-27,FALSE,
28/03/2023,28/03/2023 00:00,,,38020-48-140,דירה בבית קומות,4,עשרים,130,1635000,,,2019,,,11078489520,2,38020-48,FALSE,
28/03/2023,28/03/2023 00:00,,,38020-48-115,,5,תשע עשרה,130,1800000,1,סנטרל פארק,,,,11164595073,2,38020-48,FALSE,
28/03/2023,28/03/2023 00:00,"פארן 10, באר שבע",פארן 10,38073-20-1,דירה בבית קומות,2,קרקע,49.7,625000,,,1950,,,11079392940,1,38073-20,FALSE,
28/03/2023,28/03/2023 00:00,"פארן 10, באר שבע",פארן 10,38073-20-2,דירה בבית קומות,3,קרקע,51.3,725000,,,1950,,,11079381780,1,38073-20,FALSE,
28/03/2023,28/03/2023 00:00,"קדש 4, באר שבע",קדש 4,38073-99-24,דירה בבית קומות,3,שלישית,63.5,1020000,,,1970,,3,11077265070,1,38073-99,FALSE,45% ב 4.9 שנים
28/03/2023,28/03/2023 00:00,"רמב""ם 59, באר שבע","רמב""ם 59",38035-84-83,דירה בבית קומות,3,תשיעית,89.5,1110000,,,2013,,12,11079090720,1,38035-84,FALSE,
28/03/2023,28/03/2023 00:00,"קיפוד 1, באר שבע",קיפוד 1,38081-13-10,דירה בבית קומות,4,"קרקע, ראשונה",120.5,1085000,,,1970,,,11079236340,1,38081-13,FALSE,
28/03/2023,28/03/2023 00:00,"יוחנן הורקנוס 14, באר שבע",יוחנן הורקנוס 14,38072-12-1,דירה בבית קומות,3,ראשונה,67.5,968000,,,1960,,2,11077379460,1,38072-12,FALSE,
28/03/2023,28/03/2023 00:00,"פארן 11, באר שבע",פארן 11,38073-121-11,דירה בבית קומות,3,שניה,44,393000,,,1960,,2,11077494390,1,38073-121,FALSE,
28/03/2023,28/03/2023 00:00,"שער הגיא 3, באר שבע",שער הגיא 3,38111-93-31,דירה בבית קומות,3,שמינית,61.5,750000,,,1992,,8,11078228790,1,38111-93,FALSE,
28/03/2023,28/03/2023 00:00,"דותן 13, באר שבע",דותן 13,38175-21-3,קוטג' דו משפחתי,6,ראשונה,,1550000,,,1980,,1,11077718670,1,38175-21,FALSE,
28/03/2023,28/03/2023 00:00,"ח""ן 8, באר שבע","ח""ן 8",38353-5-93,דירה בבית קומות,4,עשירית,79,1090000,,,1999,,,11077152930,1,38353-5,FALSE,31% ב 6.5 שנים
28/03/2023,28/03/2023 00:00,"אוסקר שינדלר 18, באר שבע",אוסקר שינדלר 18,38367-16-14,דירה בבית קומות,4,שלישית,115,1310000,,,2003,,4,11077218900,1,38367-16,FALSE,
28/03/2023,28/03/2023 00:00,"הערים התאומות 16, באר שבע",הערים התאומות 16,38375-19-32,דירה בבית קומות,3,שניה,74.6,1000000,,,2000,,5,11077169310,1,38375-19,FALSE,28% ב 10 שנים
28/03/2023,28/03/2023 00:00,,,38491-22-21,דירה בבית קומות,4,שישית,111,1590000,,,2024,,,11078787960,2,38491-22,FALSE,
27/03/2023,27/03/2023 00:00,"השלום 22, באר שבע",השלום 22,38030-19-13,דירה בבית קומות,3,ראשונה,73.3,825000,,,1970,,3,11077008930,1,38030-19,FALSE,7% ב 1.6 שנים
27/03/2023,27/03/2023 00:00,,,38014-19-2,משרד,,חמישית,2072,23714000,,,2022,,,11078821260,2,38014-19,FALSE,
27/03/2023,27/03/2023 00:00,,,38020-48-114,,4,עשרים,108,1635000,1,סנטרל פארק,,,,11164595072,2,38020-48,FALSE,
27/03/2023,27/03/2023 00:00,,,38009-50-59,דירה בבית קומות,4,חמישית,117,1670000,,,2023,,,11077876080,2,38009-50,FALSE,
27/03/2023,27/03/2023 00:00,"התלמוד 58, באר שבע",התלמוד 58,38089-100-41,דירה בבית קומות,3,קרקע,53.7,195000,,,1960,,3,11077493670,1,38089-100,FALSE,
27/03/2023,27/03/2023 00:00,"רמב""ן 78, באר שבע","רמב""ן 78",38089-3-16,דירה בבית קומות,3,שלישית,61.1,610000,,,1960,,3,11078026830,1,38089-3,FALSE,
27/03/2023,27/03/2023 00:00,"אלכסנדר ינאי 17, באר שבע",אלכסנדר ינאי 17,38072-39-84,דירה בבית קומות,2,תשיעית,40,810000,,,2013,,13,11078502120,1,38072-39,FALSE,15% ב 3.5 שנים
27/03/2023,27/03/2023 00:00,"השל""ה 13, באר שבע","השל""ה 13",38104-22-1,דירה בבית קומות,3,ראשונה,62.2,700000,,,1970,,4,11077193790,1,38104-22,FALSE,
27/03/2023,27/03/2023 00:00,"דב יוסף 3, באר שבע",דב יוסף 3,38105-9-16,דירה בבית קומות,3,רביעית,63,770000,,,1970,,4,11077407630,1,38105-9,FALSE,0% ב 3.2 שנים
27/03/2023,27/03/2023 00:00,"יוסף בן-מתתיהו 1, באר שבע",יוסף בן-מתתיהו 1,38093-8-28,דירה בבית קומות,3,שניה,50.6,240000,,,1960,,4,11079507330,1,38093-8,FALSE,
27/03/2023,27/03/2023 00:00,"שמעון בר-גיורא 6, באר שבע",שמעון בר-גיורא 6,38079-40-6,דירה בבית קומות,2,שניה,33,560000,,,1960,,3,11078142660,1,38079-40,FALSE,73% ב 9.8 שנים
27/03/2023,27/03/2023 00:00,"מאיר גרוסמן 14, באר שבע",מאיר גרוסמן 14,38146-12-29,דירה בבית קומות,3.5,רביעית,52,1160000,,,1997,,4,11077280730,1,38146-12,FALSE,28% ב 4 שנים
27/03/2023,27/03/2023 00:00,"אשר ברש 3, באר שבע",אשר ברש 3,38138-69-29,דירה בבית קומות,4,שביעית,77.8,925000,,,1994,,8,11077017120,1,38138-69,FALSE,11% ב 5.1 שנים
27/03/2023,27/03/2023 00:00,"ח""ן 10, באר שבע","ח""ן 10",38353-8-14,דירה בבית קומות,4.5,שביעית,89,1170000,,,1999,,11,11076889410,1,38353-8,FALSE,95% ב 11.3 שנים
27/03/2023,27/03/2023 00:00,"האנדרטה 5, באר שבע",האנדרטה 5,38198-110-27,דירה בבית קומות,4,שניה,88,1270000,,,2000,,5,11078421210,1,38198-110,FALSE,72% ב 10.8 שנים
27/03/2023,27/03/2023 00:00,"אשכולית 34, באר שבע",אשכולית 34,38363-3-1,דירה בבית קומות,4,ראשונה,110,1700000,,,2022,,1,11078003880,1,38363-3,FALSE,
27/03/2023,27/03/2023 00:00,"נחום שריג 15, באר שבע",נחום שריג 15,38370-10-5,חנות,,ראשונה,44,730000,,,2003,,6,11078769420,1,38370-10,FALSE,47% ב 6 שנים
26/03/2023,26/03/2023 00:00,"תדהר 6, באר שבע",תדהר 6,38009-56-4,דירה בבית קומות,5,שתים עשרה,124,1950000,,,2023,,,11077895520,1,38009-56,FALSE,
26/03/2023,26/03/2023 00:00,,,38009-54-17,דירה בבית קומות,5,תשיעית,124,1880000,,,2023,,,11077585110,2,38009-54,FALSE,
26/03/2023,26/03/2023 00:00,,,38009-50-60,דירה בבית קומות,4,שלישית,117,1680000,,,2023,,,11077706070,2,38009-50,FALSE,
26/03/2023,26/03/2023 00:00,"גמל 15, באר שבע",גמל 15,38058-1-4,דירה בבית קומות,3,שניה,54.5,760000,,,1970,,3,11080326420,1,38058-1,FALSE,55% ב 4.4 שנים
26/03/2023,26/03/2023 00:00,"רמב""ן 78, באר שבע","רמב""ן 78",38089-3-6,דירה בבית קומות,3,ראשונה,61.9,666000,,,1960,,3,11076781500,1,38089-3,FALSE,
26/03/2023,26/03/2023 00:00,"ברנפלד שמעון 3, באר שבע",ברנפלד שמעון 3,38091-31-30,דירה בבית קומות,3,שלישית,51.7,790000,,,1960,,4,11076993270,1,38091-31,FALSE,47% ב 9.5 שנים
26/03/2023,26/03/2023 00:00,"טבנקין 2, באר שבע",טבנקין 2,38102-1-1,דירה בבית קומות,3,קרקע,67.2,750000,,,1980,,3,11079092880,1,38102-1,FALSE,47% ב 9.1 שנים
26/03/2023,26/03/2023 00:00,"טבנקין 2, באר שבע",טבנקין 2,38102-1-5,דירה בבית קומות,3,ראשונה,65.9,450000,,,1980,,3,11078630550,1,38102-1,FALSE,20% ב 11.7 שנים
26/03/2023,26/03/2023 00:00,"בורוכוב 9, באר שבע",בורוכוב 9,38129-63-2,דירה בבית קומות,5,קרקע,81,385000,,,1950,,1,11080336050,1,38129-63,FALSE,
26/03/2023,26/03/2023 00:00,"מיכאל אשבל 1, באר שבע",מיכאל אשבל 1,38190-8-16,דירה בבית קומות,4,שניה,81.45,1250000,,,1999,,5,11077205490,1,38190-8,FALSE,10% ב 5.3 שנים
26/03/2023,26/03/2023 00:00,"יוסף לישנסקי 9, באר שבע",יוסף לישנסקי 9,38177-43-1,דירה בבית קומות,3,ראשונה,60,563000,,,1995,,1,11077248690,1,38177-43,FALSE,
24/03/2023,24/03/2023 00:00,"רוטנברג 10, באר שבע",רוטנברג 10,38027-9-40,דירה בבית קומות,3,רביעית,46.4,890000,,,1960,,4,11077657020,1,38027-9,FALSE,83% ב 9 שנים
24/03/2023,24/03/2023 00:00,"יוסף בורג 30, באר שבע",יוסף בורג 30,38195-5-15,דירה בבית קומות,3,קומה ‎2‏,73.2,1460000,,,2015,,3,11076809850,1,38195-5,FALSE,61% ב 7.4 שנים
23/03/2023,23/03/2023 00:00,"הכ""ג 9, באר שבע","הכ""ג 9",38030-59-8,דירה בבית קומות,4,שניה,77.4,830000,,,1970,,3,11076797970,1,38030-59,FALSE,67% ב 9.5 שנים
23/03/2023,23/03/2023 00:00,"ביאליק 53, באר שבע",ביאליק 53,38074-48-68,דירה בבית קומות,4,שניה,85,1230000,,,1970,,4,11077020720,1,38074-48,FALSE,40% ב 1.6 שנים
23/03/2023,23/03/2023 00:00,"רמב""ן 90, באר שבע","רמב""ן 90",38089-1-2,דירה בבית קומות,2.5,ראשונה,61.9,475000,,,1970,,3,11078490240,1,38089-1,FALSE,57% ב 9.6 שנים
23/03/2023,23/03/2023 00:00,"ברנפלד שמעון 3, באר שבע",ברנפלד שמעון 3,38091-31-32,דירה בבית קומות,3,רביעית,51.7,890000,,,1960,,4,11076890040,1,38091-31,FALSE,0% ב 2.7 שנים
23/03/2023,23/03/2023 00:00,"הרא""ש 15, באר שבע","הרא""ש 15",38103-43-32,דירה בבית קומות,2.5,ראשונה,43.7,590000,,,1970,,4,11079184320,1,38103-43,FALSE,
23/03/2023,23/03/2023 00:00,"יהודי סוריה 4, באר שבע",יהודי סוריה 4,38101-22-7,דירה בבית קומות,3,שניה,64.5,715000,,,1970,,4,11077073460,1,38101-22,FALSE,
23/03/2023,23/03/2023 00:00,"שמעון בר-גיורא 18, באר שבע",שמעון בר-גיורא 18,38078-5-21,דירה בבית קומות,2,שלישית,31.8,615000,,,1960,,4,11077846290,1,38078-5,FALSE,16% ב 4.2 שנים
23/03/2023,23/03/2023 00:00,"עין גדי 7, באר שבע",עין גדי 7,38122-8-17,דירה בבית קומות,5,שניה שלישית,110.6,1460000,,,1990,,2,11076818760,1,38122-8,FALSE,
23/03/2023,23/03/2023 00:00,"המשחררים 72, באר שבע",המשחררים 72,38098-9-30,דירה בבית קומות,3,קרקע,64.3,690000,,,1970,,3,11078574750,1,38098-9,FALSE,
23/03/2023,23/03/2023 00:00,"שלומציון 3, באר שבע",שלומציון 3,38108-108-12,דירה בבית קומות,3,שניה,64,720000,,,1970,,4,11078513190,1,38108-108,FALSE,
23/03/2023,23/03/2023 00:00,"יוהנה ז'בוטינסקי 16, באר שבע",יוהנה ז'בוטינסקי 16,38190-6-37,דירה בבית קומות,4,שמינית,88,1360000,,,1999,,8,11076874380,1,38190-6,FALSE,21% ב 6.7 שנים
23/03/2023,23/03/2023 00:00,"רפאל רייס 11, באר שבע",רפאל רייס 11,38312-60-1,דירה בבית קומות,3,ראשונה,61,525000,,,1994,,1,11076711930,1,38312-60,FALSE,
23/03/2023,23/03/2023 00:00,"אוסקר שינדלר 6, באר שבע",אוסקר שינדלר 6,38367-14-21,דירה בבית קומות,4,ראשונה,88.2,1350000,,,2001,,5,11078988390,1,38367-14,FALSE,18% ב 4 שנים
23/03/2023,23/03/2023 00:00,,,38621-4-5,ללא תיכנון,,,495,714000,,,,,,11077420950,2,38621-4,FALSE,
22/03/2023,22/03/2023 00:00,"אוסישקין 2, באר שבע",אוסישקין 2,38023-10-15,דירה בבית קומות,3,רביעית,59,755000,,,1970,,4,11076864030,1,38023-10,FALSE,9% ב 6 שנים
22/03/2023,22/03/2023 00:00,"אסירי ציון 23, באר שבע",אסירי ציון 23,38030-117-3,דירה בבית קומות,1,ראשונה,28.4,510000,,,1960,,1,11077263630,1,38030-117,FALSE,64% ב 9.7 שנים
22/03/2023,22/03/2023 00:00,"ארלוזורוב 35, באר שבע",ארלוזורוב 35,38029-20-1,דירה בבית קומות,3,קרקע,78.8,1300000,,,1950,,1,11076534450,1,38029-20,FALSE,73% ב 9.9 שנים
22/03/2023,22/03/2023 00:00,"וינגייט 3, באר שבע",וינגייט 3,38028-94-2,דירה בבית קומות,3,קרקע,51.5,910000,,,1960,,3,11076453540,1,38028-94,FALSE,13% ב 6 שנים
22/03/2023,22/03/2023 00:00,"אבן עזרא 91, באר שבע",אבן עזרא 91,38089-120-38,דירה בבית קומות,3,שניה,61.9,555000,,,1970,,3,11076527700,1,38089-120,FALSE,151% ב 20.5 שנים
22/03/2023,22/03/2023 00:00,"טבנקין 14, באר שבע",טבנקין 14,38102-4-31,דירה בבית קומות,4,רביעית,83.1,765000,,,1970,,4,11078271180,1,38102-4,FALSE,
22/03/2023,22/03/2023 00:00,"יהונתן 4, באר שבע",יהונתן 4,38079-22-7,דירה בבית קומות,2,ראשונה,36.5,575000,,,1960,,3,11078113590,1,38079-22,FALSE,
22/03/2023,22/03/2023 00:00,"אברבנאל 40, באר שבע",אברבנאל 40,38104-6-34,דירה בבית קומות,3,ראשונה,42.98,680000,,,1970,,4,11077120170,1,38104-6,FALSE,
22/03/2023,22/03/2023 00:00,"הנדיב 2, באר שבע",הנדיב 2,38076-42-8,דירה בבית קומות,2,שלישית,38.3,610000,,,1960,,4,11076581880,1,38076-42,FALSE,
22/03/2023,22/03/2023 00:00,"אברהם אבינו 1, באר שבע",אברהם אבינו 1,38078-28-21,דירה בבית קומות,3,שניה,44.3,825000,,,1960,,3,11076963480,1,38078-28,FALSE,58% ב 12.5 שנים
22/03/2023,22/03/2023 00:00,"אברהם מאפו 2, באר שבע",אברהם מאפו 2,38139-15-6,דירה בבית קומות,5,שניה,102.6,600000,,,1999,,4,11076743160,1,38139-15,FALSE,113% ב 23.2 שנים
22/03/2023,22/03/2023 00:00,"ציזלינג 12, באר שבע",ציזלינג 12,38131-5-7,דירה בבית קומות,4,שניה,81,854000,,,1970,,4,11078474490,1,38131-5,FALSE,
21/03/2023,21/03/2023 00:00,"ז'בוטינסקי זאב 48, באר שבע",ז'בוטינסקי זאב 48,38031-53-27,דירה בבית קומות,3,רביעית,58.79,765000,,,1970,,5,11077939170,1,38031-53,FALSE,23% ב 7.5 שנים
21/03/2023,21/03/2023 00:00,"התקווה 14, באר שבע",התקווה 14,38016-51-146,דירה בבית קומות,5,קומה ‎10‏,114.5,1300000,,,2007,,25,11083510800,1,38016-51,FALSE,73% ב 15.5 שנים
21/03/2023,21/03/2023 00:00,,,38020-48-142,דירה בבית קומות,4,עשרים,130,1655000,,,2019,,,11077827930,2,38020-48,FALSE,
21/03/2023,21/03/2023 00:00,"סנהדרין 13, באר שבע",סנהדרין 13,38091-3-11,דירה בבית קומות,3,שלישית,73.7,640000,,,1970,,3,11076554610,1,38091-3,FALSE,52% ב 10.1 שנים
21/03/2023,21/03/2023 00:00,"סנהדרין 46, באר שבע",סנהדרין 46,38082-9-21,דירה בבית קומות,4,שניה,79,735000,,,1970,,3,11076308640,1,38082-9,FALSE,
21/03/2023,21/03/2023 00:00,"רבי עקיבא 48, באר שבע",רבי עקיבא 48,38078-14-27,דירה בבית קומות,4,שניה,64,730000,,,1960,,3,11077626690,1,38078-14,FALSE,1% ב 4.8 שנים
21/03/2023,21/03/2023 00:00,"ברדיצ'בסקי 2, באר שבע",ברדיצ'בסקי 2,38133-5-6,חנות,,קרקע,61,1825000,,,1999,,,11076552270,1,38133-5,FALSE,
21/03/2023,21/03/2023 00:00,"דב סרן 11, באר שבע",דב סרן 11,38137-22-7,דירה בבית קומות,4,שניה,89,1270000,,,2000,,14,11076793470,1,38137-22,FALSE,22% ב 7.5 שנים
21/03/2023,21/03/2023 00:00,"יוהנה ז'בוטינסקי 16, באר שבע",יוהנה ז'בוטינסקי 16,38190-6-47,דירה בבית קומות,2.5,שלישית,52,930000,,,1999,,8,11076348780,1,38190-6,FALSE,12% ב 4 שנים
21/03/2023,21/03/2023 00:00,"נחום שריג 54, באר שבע",נחום שריג 54,38369-2-15,דירה בבית קומות,5,"קרקע, ראשונה",129.9,1975000,,,2012,,4,11076304230,1,38369-2,FALSE,
21/03/2023,21/03/2023 00:00,,,38491-5-39,דירה בבית קומות,4,שניה,106,1580000,,,2022,,,11078967600,2,38491-5,FALSE,
20/03/2023,20/03/2023 00:00,,,38009-54-18,דירה בבית קומות,5,אחת עשרה,124,1860000,,,2023,,,11076904890,2,38009-54,FALSE,
20/03/2023,20/03/2023 00:00,"גוש עציון 25, באר שבע",גוש עציון 25,38028-40-4,דירה בבית קומות,2,ראשונה,30,900000,,,1960,,1,11076191370,1,38028-40,FALSE,
20/03/2023,20/03/2023 00:00,,,38020-48-113,,4,עשרים,108,1655000,1,סנטרל פארק,,,,11164595071,2,38020-48,FALSE,
20/03/2023,20/03/2023 00:00,,,38068-1-60,דירה בבית קומות,3,שש עשרה,80,1370000,,,2022,,,11076791310,2,38068-1,FALSE,
20/03/2023,20/03/2023 00:00,"התלמוד 107, באר שבע",התלמוד 107,38089-123-11,דירה בבית קומות,2,שניה,61.9,600000,,,1970,,3,11079250380,1,38089-123,FALSE,23% ב 2.2 שנים
20/03/2023,20/03/2023 00:00,"מודיעין 10, באר שבע",מודיעין 10,38085-20-137,דירה בבית קומות,4,ראשונה,69,940000,,,1970,,3,11077253100,1,38085-20,FALSE,199% ב 13.7 שנים
20/03/2023,20/03/2023 00:00,"האיילה 3, באר שבע",האיילה 3,38081-6-21,דירה בבית קומות,3,שלישית,65.1,760000,,,1980,,4,11078675820,1,38081-6,FALSE,55% ב 7 שנים
20/03/2023,20/03/2023 00:00,"החיד""א 7, באר שבע","החיד""א 7",38118-6-10,דירה בבית קומות,4,ראשונה,83.9,775000,,,1970,,4,11078770140,1,38118-6,FALSE,278% ב 13.9 שנים
20/03/2023,20/03/2023 00:00,"יוהנה ז'בוטינסקי 3, באר שבע",יוהנה ז'בוטינסקי 3,38138-64-118,דירה בבית קומות,3,שתים עשרה,69.55,820000,,,2000,,18,11077994970,1,38138-64,FALSE,100% ב 20.7 שנים
20/03/2023,20/03/2023 00:00,"האנדרטה 5, באר שבע",האנדרטה 5,38198-110-40,דירה בבית קומות,4,ראשונה,88,1280000,,,2000,,5,11077841880,1,38198-110,FALSE,132% ב 14 שנים
20/03/2023,20/03/2023 00:00,"מנחם אבידום 51, באר שבע",מנחם אבידום 51,38303-30-1,דירה בבית קומות,3,ראשונה,61,458000,,,1995,,1,11076711210,1,38303-30,FALSE,
19/03/2023,19/03/2023 00:00,,,38009-50-61,דירה בבית קומות,3,ראשונה,82,1350000,,,2023,,,11076866190,2,38009-50,FALSE,
19/03/2023,19/03/2023 00:00,,,38063-6-251,בית בודד,5,ראשונה,200,2300000,,,,,,11078053560,2,38063-6,FALSE,
19/03/2023,19/03/2023 00:00,"המשחררים 72, באר שבע",המשחררים 72,38098-9-31,דירה בבית קומות,4,ראשונה,96.3,1080000,,,1970,,3,11076030090,1,38098-9,FALSE,
19/03/2023,19/03/2023 00:00,"מבצע קלשון 6, באר שבע",מבצע קלשון 6,38108-112-8,דירה בבית קומות,3,רביעית,62.9,730000,,,1970,,4,11076194430,1,38108-112,FALSE,23% ב 5.3 שנים
19/03/2023,19/03/2023 00:00,"הערים התאומות 37, באר שבע",הערים התאומות 37,38366-6-68,דירה בבית קומות,4,קומה ‎2‏,96,1465000,,,2013,,8,11076798690,1,38366-6,FALSE,60% ב 9.5 שנים
19/03/2023,19/03/2023 00:00,"בודנהיימר 18, באר שבע",בודנהיימר 18,38372-4-18,דירה בבית קומות,4,קרקע,96.7,1750000,,,2002,,5,11076117930,1,38372-4,FALSE,29% ב 5 שנים
19/03/2023,19/03/2023 00:00,,,38491-22-22,דירה בבית קומות,4,שמינית,111,1600000,,,2024,,,11077590330,2,38491-22,FALSE,
17/03/2023,17/03/2023 00:00,"צבייה המלכה 5, באר שבע",צבייה המלכה 5,38072-44-4,דירה בבית קומות,3,ראשונה,67.2,1040000,,,1950,,1,11076128100,1,38072-44,FALSE,
17/03/2023,17/03/2023 00:00,"גרשון שופמן 9, באר שבע",גרשון שופמן 9,38139-1-69,דירה בבית קומות,3.5,ראשונה,79.99,950000,,,1997,,6,11076688080,1,38139-1,FALSE,
17/03/2023,17/03/2023 00:00,"שלומציון 4, באר שבע",שלומציון 4,38108-97-37,דירה בבית קומות,3,רביעית,62,600000,,,1970,,4,11076593760,1,38108-97,FALSE,15% ב 7 שנים
16/03/2023,16/03/2023 00:00,"קדושי בגדד 10, באר שבע",קדושי בגדד 10,38069-36-5,דירה בבית קומות,2,קרקע,40.5,1000000,,,1960,,1,11077175250,1,38069-36,FALSE,8% ב 1.7 שנים
16/03/2023,16/03/2023 00:00,"רמב""ם 59, באר שבע","רמב""ם 59",38035-84-85,דירה בבית קומות,6,עשירית,156.8,2650000,,,2013,,12,11075797800,1,38035-84,FALSE,
16/03/2023,16/03/2023 00:00,"אליהו הנביא 2, באר שבע",אליהו הנביא 2,38079-111-132,דירה בבית קומות,3,קומה ‎7‏,48,660000,,,1995,,14,11077267410,1,38079-111,FALSE,
16/03/2023,16/03/2023 00:00,"התלמוד 55, באר שבע",התלמוד 55,38089-133-4,דירה בבית קומות,3,ראשונה,53.7,406000,,,1970,,2,11076830010,1,38089-133,FALSE,
16/03/2023,16/03/2023 00:00,"אביה השופט 1, באר שבע",אביה השופט 1,38073-260-53,דירה בבית קומות,2,קומה ‎6‏,38,554000,,,2009,,13,11077357230,1,38073-260,FALSE,
16/03/2023,16/03/2023 00:00,"אלכסנדר ינאי 17, באר שבע",אלכסנדר ינאי 17,38072-39-72,דירה בבית קומות,2,שביעית,39.6,840000,,,2013,,13,11075855580,1,38072-39,FALSE,9% ב 1.3 שנים
16/03/2023,16/03/2023 00:00,"מבצע עובדה 23, באר שבע",מבצע עובדה 23,38094-42-31,דירה בבית קומות,4,שמינית,80.6,875000,,,1980,,8,11076305580,1,38094-42,FALSE,11% ב 2 שנים
16/03/2023,16/03/2023 00:00,"חי""ל 7, באר שבע","חי""ל 7",38094-8-17,דירה בבית קומות,2,ראשונה,45.4,235000,,,1970,,4,11078444250,1,38094-8,FALSE,
16/03/2023,16/03/2023 00:00,"לח""י 58, באר שבע","לח""י 58",38100-26-22,,4.5,ראשונה,78.9,830000,,,1980,,3,11077573860,1,38100-26,FALSE,70% ב 9.2 שנים
16/03/2023,16/03/2023 00:00,"קלאוזנר 2, באר שבע",קלאוזנר 2,38092-16-2,דירה בבית קומות,3,ראשונה,43.4,378000,,,1960,,4,11076067350,1,38092-16,FALSE,
16/03/2023,16/03/2023 00:00,"יצחק רגר 144, באר שבע",יצחק רגר 144,38092-3-13,דירה בבית קומות,4,שלישית,81,1060000,,,1970,,4,11076109020,1,38092-3,FALSE,
16/03/2023,16/03/2023 00:00,"דב סרן 11, באר שבע",דב סרן 11,38137-22-33,דירה בבית קומות,3,שביעית,67,1165000,,,2000,,14,11075981940,1,38137-22,FALSE,219% ב 24 שנים
16/03/2023,16/03/2023 00:00,"דב סרן 7, באר שבע",דב סרן 7,38137-23-56,דירה בבית קומות,4.5,אחת עשרה,94.4,1195000,,,1998,,16,11077931700,1,38137-23,FALSE,8% ב 6.5 שנים
16/03/2023,16/03/2023 00:00,"ח""ן 4, באר שבע","ח""ן 4",38353-5-12,דירה בבית קומות,2,ראשונה,36,690000,,,2000,,,11075990130,1,38353-5,FALSE,86% ב 17.4 שנים
16/03/2023,16/03/2023 00:00,"ישראל גלילי 24, באר שבע",ישראל גלילי 24,38368-12-9,דירת גן,3,חמישית,73,1225000,,,2003,,6,11076198120,1,38368-12,FALSE,80% ב 11 שנים
16/03/2023,16/03/2023 00:00,,,38491-8-17,דירה בבית קומות,4,שמינית,117,1140000,,,2023,,,11076258960,2,38491-8,FALSE,
15/03/2023,15/03/2023 00:00,"השלום 71, באר שבע",השלום 71,38028-23-2,דירה בבית קומות,2,קרקע,43.9,670000,,,1950,,1,11077659180,1,38028-23,FALSE,81% ב 7.7 שנים
15/03/2023,15/03/2023 00:00,,,38063-6-252,דירה בבית קומות,4,ראשונה,115,1965000,,,,,,11075757840,2,38063-6,FALSE,
